,0,1,2,3,4,5,6,7,8
1153,https://www.ss.com/msg/lv/real-estate/flats/riga/ilguciems/afido.html,Mājīgs un silts dzīvoklis sakoptā dzīvokļu īpašnieku biedrības a,Dzirciema 89,3,56,3/5,LT proj.,920 €,"51,500  €"
1154,https://www.ss.com/msg/lv/real-estate/flats/riga/ilguciems/ajmje.html,Kompakts Studio tipa dzīvoklis ar alternatīvu apkuri. Veikts pil,Daugavgrīvas 55,1,28,2/2,P. kara,732 €,"20,500  €"
1155,https://www.ss.com/msg/lv/real-estate/flats/riga/ilguciems/gxmon.html,"Kompakts Studio tipa, divlīmeņu dzīvoklis ar alternatīvu apkuri.",Daugavgrīvas 55,1,24,1/2,P. kara,729 €,"17,500  €"
1156,https://www.ss.com/msg/lv/real-estate/flats/riga/ilguciems/dlffc.html,Продается светлая трехкомнатная квартира в тихом и удобном район,Stūres 7,3,60,1/5,LT proj.,997 €,"59,800  €"
1157,https://www.ss.com/msg/lv/real-estate/flats/riga/ilguciems/afkip.html,"Продаем квартиру на улице Палангас 1, 1-ый этаж 5-ти этажного до",Palangas 1,3,66,1/5,LT proj.,758 €,"50,000  €"
1158,https://www.ss.com/msg/lv/real-estate/flats/riga/ilguciems/cdpbd.html,"Pārdodu dzīvokli. Bez parādiem, atbrīvots. Dzīvoklī ir metāla du",Stūres 2,1,17,5/5,M. ģim.,512 €,"8,700  €"
1159,https://www.ss.com/msg/lv/real-estate/flats/riga/ilguciems/ajmxi.html,Saimnieks pārdod pēc Pilna kapitālā remonta privatizētu dzīvokli,Lidoņu 19,2,50,5/5,LT proj.,950 €,"47,500  €"
1160,https://www.ss.com/msg/lv/real-estate/flats/riga/ilguciems/dpbbl.html,"Сухая и тёплая 3-комнатная квартира. Не угловая. 
Планировка вк",Baltā 19,3,55,2/5,LT proj.,727 €,"40,000  €"
1161,https://www.ss.com/msg/lv/real-estate/flats/riga/ilguciems/gxemx.html,"Īpašnieks pārdod divu istabu dzīvokli ļoti labā ķieģeļu mājā. 
",Reņģes 7-k2,2,45,1/5,Specpr.,800 €,"36,000  €"
1162,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/dfedg.html,"2-istabu dzīvoklis Imantā pēc kvalitatīva kapitālā remonta. 
-N",M. Krūmu 18,2,50,8/9,602.,"1,130 €","56,500  €"
1163,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/deiie.html,Tiek pārdots dzīvoklis jaunatnē. Veikts kvalitatīvs mūsdienīgs r,Ērkšķu 2,3,82,2/2,Jaun.,"1,707 €","140,000  €"
1164,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/dopxx.html,Продается солнечная однокомнатная квартира в Иманте. Квартира со,Kurzemes pr. 88,1,28,5/5,LT proj.,943 €,"26,400  €"
1165,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/aibdc.html,"Pārdod saulainu, ērtu renovētu trīsistabas dzīvokli. Zeme ir īpa",M. Krūmu 1,3,59,4/5,LT proj.,"1,017 €","60,000  €"
1166,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/alodk.html,Продается 2 ком. квартира 602c. с изолированными комнатами в Има,Dammes 25,2,50,8/9,602.,"1,080 €","54,000  €"
1167,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/ahmjm.html,"Продается прекрасная уютная квартира в шикарном, зеленом районе ",Anniņmuižas 54,2,51,2/9,602.,980 €,"50,000  €"
1168,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/ecocd.html,"2 istabu dzīvoklis Kurzemes prospektā 110 - Imantā. 

+ Divas ",Kurzemes pr. 110,2,52,3/9,602.,"1,000 €","52,000  €"
1169,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/ahdgf.html,Īpašniece pārdod 3 istabu dzīvokli 1 stāvā. Zeme zem mājas īpašu,Slokas 173,3,54,1/5,LT proj.,"1,222 €","66,000  €"
1170,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/dkgfh.html,Pārdod mājīgu divu izolētu istabu dzīvokli Imantā. Dzīvoklis atr,Kurzemes pr. 92,2,50,1/5,LT proj.,800 €,"40,000  €"
1171,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/agjmi.html,"Продается освобожденная, подготовленная к ремонту квартира. Без ",Kurzemes pr. 84,3,63,2/9,602.,778 €,"49,000  €"
1172,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/aimjl.html,"Продаю 2-комнатную квартиру. 

Новые окна и радиаторы. 

Ква",Kurzemes pr. 82,2,50,9/9,602.,858 €,"42,900  €"
1173,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/cnbxi.html,Nekustamo īpašumu attīstītājs SIA Kbo piedāvā iegādāties 3-istab,Jūrmalas g. 92,3,60,6/9,Jaun.,"1,724 €","103,454  €"
1174,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/ejnhd.html,"Pārdod labiekārtotu 3 istabu dzīvokli (kopējā platība 79, 6 m2) ",Anniņmuižas 38k1,3,80,14/18,Jaun.,"1,813 €","145,000  €"
1175,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/dhklf.html,"Imantas sirdī, projektā „Metropolia”, piedāvājam iegādāties gaiš",Anniņmuižas 38k4,3,82,9/18,Jaun.,"1,463 €","120,000  €"
1176,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/ffgmc.html,"Продаем квартиру по адресу Анниньмуйжас бульвар 52, 6-ый этаж 9-",Anniņmuižas 52,3,65,6/9,602.,985 €,"64,000  €"
1177,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/adeng.html,"Trīs izolētas istabas, palielināta virtuve, tiko pēc kosmētiskā ",Kurzemes pr. 34,3,66,5/5,LT proj.,924 €,"61,000  €"
1178,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/cdpbi.html,"3-istabu dzīvoklis ar kvalitatīvu kapitālo remontu, skaistā, zaļ",Rigondas g. 5,3,78,9/12,Čehu pr.,"1,000 €","78,000  €"
1179,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/egehn.html,Продает хозяин. Квартира в новом проекте Imantas Ozoli с мебелью,Jūrmalas g. 82/1,2,53,6/9,Jaun.,"1,792 €","95,000  €"
1180,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/fneom.html,Pārdod 2 istabu dzīvokli Imantā. Продается 2-комнатная квартира ,Jūrmalas g. 95,2,50,4/9,602.,930 €,"46,500  €"
1181,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/alphm.html,"Ļoti izdevīga mājas atrašanās vieta. Tieši blakus vidusskolai, t",M. Krūmu 20,2,50,3/9,602.,940 €,"47,000  €"
1182,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/cnpgl.html,Владелец продает 3-х комнатную квартиру со всей необходимой мебе,Anniņmuižas 43,3,86,5/22,Jaun.,"1,799 €","154,700  €"
1183,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/fcppm.html,"Квартира без долгов, без отягощений. Неугловая, без лоджии, без ",Kurzemes pr. 124,2,48,5/9,602.,958 €,"46,000  €"
1184,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/hxxnl.html,"Ļoti laba cena. 
 Pārdošanā burvīgs penthauss divos līmeņos ska",Slokas 100,4,160,6/7,Jaun.,"1,013 €","162,000  €"
1185,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/eofhb.html,Piedāvājumu 3 istabu dzīvoklis. Dzīvoklī ir plaša viesistaba ar ,Zolitūdes 34,3,75,12/16,104.,907 €,"68,000  €"
1186,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/aimmx.html,Saimnieks pārdod mājīgo un pozitīvo 3 istabu dzīvokli 602. sērij,Kleistu 15,3,63,3/9,602.,"1,111 €","69,999  €"
1187,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/eghgx.html,"Капитально отремонтированная однокомнатная квартира. 
 Уютная, ",Kurzemes pr. 20,1,35,1/5,Renov.,"1,286 €","45,000  €"
1188,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/hfhpm.html,"Dzīvoklis 17. stāvā, elites biznesa klases projektā ""Solāris"" šo",Anniņmuižas 43,2,54,17/24,Jaun.,"1,685 €","91,000  €"
1189,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/ddxjx.html,Продаем квартиру на улице Maza Krūmu 9 (бывший адрес Zentenes 15,M. Krūmu 9,2,51,8/9,602.,824 €,"42,000  €"
1190,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/diikk.html,"Уютная, теплая и просторная 3-х комнатная квартира, в которой ес",Kurzemes pr. 70,3,64,3/5,LT proj.,969 €,"62,000  €"
1191,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/agcbx.html,"Saimnieks pārdod siltu un mājīgu dzīvokli Imantas centrā. 

+d",Dubultu 20,2,50,3/5,LT proj.,"1,110 €","55,500  €"
1192,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/hdmfl.html,"Продаётся квартира с ремонтом и полностью меблированная, хорошая",Kurzemes pr. 126,4,74,7/9,602.,"1,081 €","80,000  €"
1193,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/fpioh.html,"Dzīvojamo māju kompleksā Akācijas ir četras deviņstāvu mājas. 
",Jūrmalas g. 92,2,50,3/9,Jaun.,"2,198 €","109,900  €"
1194,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/emlie.html,Jaunais projekts Imantas Ozoli piedāvā iegādāties vienas guļamis,Jūrmalas g. 82,2,47,9/9,Jaun.,"1,638 €","76,999  €"
1195,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/affxn.html,Trīs guļamistabu dzīvoklis / XL izmērs / - iespējams labākais pl,Jūrmalas g. 92,4,78,3/9,Jaun.,"2,051 €","159,950  €"
1196,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/bxhee.html,"Jaunajā projektā Akācijas tiek pārdots mēbelēts dzīvoklis. 

J",Jūrmalas g. 92,2,45,3/9,Jaun.,"2,122 €","95,500  €"
1197,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/bmpec.html,Tiek pārdots dizaina dzīvoklis jaunajā projektā Akācijas - augst,Jūrmalas g. 92,3,60,3/9,Jaun.,"2,167 €","129,999  €"
1198,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/ehhxb.html,"Steidzami pārdod dzīvokli, 39 kv. m. , izolētas istabas. Visas ē",Kurzemes pr. 68,2,39,3/5,LT proj.,895 €,"34,900  €"
1199,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/exifx.html,"Pārdodas 1-istabu dzīvoklis Imantā. 
Zeme zem ekas īpašumā, vis",Zentenes 49,1,27,5/5,LT proj.,993 €,"26,800  €"
1200,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/agecm.html,Продается 3-х комнатная квартира с ремонтом и мебелью. Дом обслу,Zentenes 5,3,63,2/9,602.,"1,063 €","67,000  €"
1201,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/aggoj.html,"Хозяин продает 3 комнатную квартиру в тихом, зеленом месте

-Ч",M. Krūmu 5,3,68,1/5,LT proj.,662 €,"45,000  €"
1202,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/hehfn.html,"Pārdod remontētu, skaistu un mājīgu 2 istabu dzīvokli. Dzīvokļa ",Slokas 140,2,39,1/5,LT proj.,"1,128 €","44,000  €"
1203,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/dbhnx.html,Продается уютная двухкомнатная квартира литовского проекта. Квар,Imantas 3b,2,49,2/5,LT proj.,857 €,"42,000  €"
1204,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/eklod.html,Zeme Īpašumā.  Tiek pārdots trīs izolētu istabu dzīvoklis Imantā,Kurzemes pr. 6,3,60,4/5,LT proj.,850 €,"51,000  €"
1205,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/bemlmb.html,"""Viss ir jauns, drošs, rūpīgi iekārtots. Mājā ir lifts, video no",Akāciju 2D,2,45,2/9,Jaun.,"2,000 €","89,999  €"
1206,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/dnoci.html,Jaunais projekts Imantas Ozoli piedāvā iegādāties vienas guļamis,Jūrmalas g. 82/2,2,47,9/9,Jaun.,"1,638 €","76,999  €"
1207,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/ffbfo.html,"""Vieta. Vissvarīgākais īpašuma izvēlē ir blakus esošā infrastruk",Akāciju 2D,2,51,2/9,Jaun.,"1,959 €","99,899  €"
1208,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/aokoi.html,"""Mēs esam ģimenē četri cilvēki un sen meklējam mājokli, kur katr",Akāciju 2D,4,78,2/9,Jaun.,"1,908 €","148,799  €"
1209,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/cnddi.html,Īpašnieks pārdod divistabu dzīvokli ar mēbelēm un tehniku. Saule,Anniņmuižas 30,2,56,2/13,Specpr.,"1,250 €","70,000  €"
1210,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/bccmx.html,Pārdod (67 000) vai izīrē (350 +komunālie maksājumi) 3 istabu dz,Slokas 201,3,63,6/9,602.,"1,063 €","67,000  €"
1211,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/gicph.html,"Владелец продает 2-ух комнатную квартиру (гостевая комната, спал",Slokas 130a,2,62,3/5,Jaun.,"1,935 €","120,000  €"
1212,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/adieh.html,Продается квартира после качественного ремонта. Земля принадлежи,Zentenes 49,2,49,3/5,LT proj.,"1,115 €","54,650  €"
1213,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/idckf.html,"Продается квартира, светлая, тёплая, 2 изолированные комнаты, ло",Kurzemes pr. 102,2,48,1/5,LT proj.,917 €,"44,000  €"
1214,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/cnpnb.html,"Квартира в проекте ""Metropolia"" две лоджии - большая 25 кв. м и ",Anniņmuižas 38,2,60,2/17,Jaun.,"1,467 €","88,000  €"
1215,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/clpmd.html,Продается 3-х комнатная квартира. Лоджия. В квартире требуется п,Jūrmalas g. 99,3,63,5/9,602.,794 €,"50,000  €"
1216,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/aimgx.html,"Владелец продаёт меблированную квартиру, Рига, Иманта, Anninmuiz",Anniņmuižas 38,2,106,1/17,Jaun.,792 €,"84,000  €"
1217,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/bpbbx.html,"Pārdodam 2 - istabu dzīvokli. 

Jauni logi un radiatori, daļēj",Kurzemes pr. 82,2,50,9/9,602.,858 €,"42,900  €"
1218,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/aaaff.html,"Меблированная квартира в новом проекте, рядом с парком Anniņmuiž",Dumbrāja 18,3,68,3/4,Jaun.,"1,618 €","110,000  €"
1219,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/cemkh.html,Īpašnieks pārdod gaišu saulainu dzīvokļi Jūrmalas gatvē. Logi iz,Jūrmalas g. 93,3,71,4/5,LT proj.,732 €,"52,000  €"
1220,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/fhedn.html,Saimnieks pārdod saulainu vienistabas dzīvokli lietuviešu projek,Dammes 104,1,28,5/5,LT proj.,946 €,"26,500  €"
1221,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/fbpki.html,"Замечательная квартира ждет своих новых хозяев. Без посредников,",Kurzemes pr. 118,4,76,8/9,602.,"1,053 €","80,000  €"
1222,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/iddjl.html,Pārdodam dzīvokli ar terasi vienā no labākajiem mūsdienu dzīvoja,Anniņmuižas 43,3,112,21/24,Jaun.,"1,313 €","147,000  €"
1223,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/ggngj.html,"Земля в собственности. Продается светлая, теплая, уютная квартир",M. Krūmu 6,2,50,3/5,LT proj.,820 €,"41,000  €"
1224,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/bblmnk.html,"4 istabu dzīvoklis. Imantā. Laba infrastruktūra. Blakus veikali,",Jūrmalas g. 101,4,76,3/9,602.,908 €,"69,000  €"
1225,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/ecooi.html,Unikāla iespēja iegādāties dzīvokli ar privāto terasi. Gaišs 3 i,Anniņmuižas 43,3,110,21/24,Jaun.,"1,336 €","147,000  €"
1226,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/affkh.html,Предлагаем на продажу меблированную квартиру в Иманте. Квартира ,Dumbrāja 18,3,68,3/4,Jaun.,"1,618 €","110,000  €"
1227,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/gckie.html,"Pārdod dzīvokli bez remonta, nav stūra. 
Izolētas istabas. 
La",Kurzemes pr. 68,2,39,3/5,LT proj.,895 €,"34,900  €"
1228,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/bgpxc.html,Plašs trīsistabu dzīvoklis zaļā un pievilcīgā rajonā – Imanta. D,Dammes 17,3,68,5/5,LT proj.,713 €,"48,500  €"
1229,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/aidgo.html,"Vēlies dzīvot vienā no pieprasītākajiem mikrorajoniem Rīgā? 
Ta",Kleistu 8,3,67,2/5,LT proj.,866 €,"58,000  €"
1230,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/abedi.html,"Dzīvoklis atrodas mājas vidū, ir mainīts plānojums: 
- trīs  iz",Kurzemes pr. 120,3,63,4/9,602.,"1,000 €","63,000  €"
1231,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/blfnm.html,"Dāvana 10.000 Eur (divas autostāvvietas). 
Apmeklējiet dzīvokli",Vīksnes 21,4,125,5/7,Jaun.,"1,680 €","210,000  €"
1232,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/aomhi.html,"Tiek pārdots silts 2 istabu dzīvoklis, klusajā zaļajā rajonā, sa",Dammes 13,2,50,1/9,602.,834 €,"41,700  €"
1233,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/foocl.html,"Продается эксклюзивный пентхаус на 22-23 этаже. Большая терраса,",Anniņmuižas 43,3,170,23/24,Jaun.,"1,294 €","220,000  €"
1234,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/cmkjo.html,"Квартира с ремонтом, 2 раздельных санузла, с балконом. Стеклопак",Dammes 4,2,49,2/9,602.,"1,020 €","50,000  €"
1235,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/dhboj.html,Продается 2-ух комнатная квартира 602 серии в Иманте. Квартира н,Dammes 36,2,50,3/9,602.,"1,070 €","53,500  €"
1236,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/dcink.html,Хозяин продает уютную 3-х комнатную меблированную квартиру в нов,Anniņmuižas 38,3,101,4/18,Jaun.,"1,267 €","128,000  €"
1237,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/dkxci.html,Nekustamo īpašumu attīstītājs SIA Kbo piedāvā iegādāties 3-istab,Akāciju 2E,3,60,8/9,Jaun.,"1,764 €","105,846  €"
1238,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/cedec.html,"Pārdod 1istabas dzīvokli Imantā. Pagalma māja, prom no pilsētas ",Kooperatīva 4A,1,27,4/5,LT proj.,"1,074 €","29,000  €"
1239,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/agfhd.html,"Iegādājoties dzīvokli, Ir tikai viena lieta, ko nevarēsiet mainī",Kurzemes pr. 12,2,49,5/5,LT proj.,863 €,"42,300  €"
1240,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/gpmlp.html,"Kвартира, после капитального ремонта, новая сантехника, новые ра",Dubultu 4,3,55,5/5,LT proj.,973 €,"53,500  €"
1241,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/amdoj.html,Vienas guļamistabas dzīvoklis /M izmērs/ jaunajā projektā Akācij,Akāciju 2D,2,51,4/9,Jaun.,"1,673 €","85,345  €"
1242,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/aicox.html,Silts un mājīgs dzīvoklītis pašā Imantas sirdī par lielisku cenu,Auru 13,2,49,1/5,LT proj.,773 €,"37,900  €"
1243,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/glhpp.html,"Pārdošanā saulains dzīvoklis Imantā
 
Dzīvoklis ļoti praktisks",Slokas 217,3,54,5/5,LT proj.,722 €,"39,000  €"
1244,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/gbbjc.html,"Продаётся очень уютная, светлая, тёплая и просторная 3 комнатная",Kleistu 8,3,54,4/5,LT proj.,"1,259 €","68,000  €"
1245,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/aolob.html,Zem tirgus vērtības. Lielisks dzīvoklis ar terasi vienā no labāk,Anniņmuižas 38/2,2,102,1/16,Jaun.,971 €,"99,000  €"
1246,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/adfgc.html,"Изолированные 3 комнаты, 2 застеклённых утеплённых лоджии. Больш",Kurzemes pr. 86,3,68,1/9,602.,912 €,"62,000  €"
1247,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/adopi.html,Продаю 3 комнатную квартиру в проекте (Imantas Pērle). В квартир,Kleistu 11-1,3,74,6/12,Jaun.,"1,554 €","115,000  €"
1248,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/demnm.html,"Новая 2-х комнатная квартира в современном жилом комплексе ""Метр",Anniņmuižas 38,2,67,5/18,Jaun.,"1,342 €","89,900  €"
1249,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/hxddi.html,"Хозяин продаёт прекрасную квартиру студия в отл. сост. Теплая, н",Jūrmalas g. 91к-1,1,28,5/5,LT proj.,"1,357 €","38,000  €"
1250,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/fchld.html,"Tiek tirgots 3 istabu 62m2 dzīvoklis Imantā, Kurzemes prospekts ",Kurzemes pr. 68,3,62,4/5,LT proj.,758 €,"47,000  €"
1251,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/aiklj.html,Īpašnieks pārdod reta plānojuma(tā saucamā Raspašonka) 2 istabu ,Kurzemes pr. 94,2,53,6/9,602.,"1,025 €","54,300  €"
1252,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/hbhhc.html,"Уникальная локация - близость природы в городе. Солнечная, светл",Akāciju 6,1,46,6/9,Jaun.,"1,696 €","78,000  €"
1253,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/fdmol.html,"Kapitāli izremontēts dzīvoklis pirms 10 gadiem, saulains, silts,",Slokas 185,3,55,5/5,LT proj.,818 €,"45,000  €"
1254,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/eeked.html,"Продаю квартиру со всей мебелью и техникой. 
Хороший вид на зак",Anniņmuižas 38,2,64,10/18,Jaun.,"1,484 €","95,000  €"
1255,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/fgkmb.html,"Pārdodu gaišu, siltu 3-istabu dzīvokli klusā, zaļā Imantas rajon",Slokas 185,3,66,5/5,LT proj.,838 €,"55,300  €"
1256,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/gmjgc.html,"Pārdodu mājīgu 3 istabu dzīvokli Imantā, Anninmuižas bulvārī 54,",Anniņmuižas 54,3,63,1/9,602.,841 €,"53,000  €"
1257,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/ghpcf.html,"No īpašnieka. Pārdod ļoti siltu, tā ka apkure šī sērija iet no a",Dammes 31,3,62,9/9,602.,992 €,"61,500  €"
1258,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/hdjck.html,Tiek pārdots dzīvoklis Imantā. Labā stāvoklī. Visas istabas izol,Kleistu 18,3,60,5/5,LT proj.,865 €,"51,900  €"
1259,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/dgngm.html,Владелец продаёт квартиру (посредников просьба не беспокоить) в ,Jūrmalas g. 59,1,46,8/12,104.,"1,000 €","46,000  €"
1260,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/epfkk.html,"Продаётся солнечная, светлая 2-х комнатная квартира. Земля в соб",Kurzemes pr. 18,2,46,4/5,Specpr.,"1,239 €","56,999  €"
1261,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/eljhb.html,"Pārdod gaišu, pilnībā aprīkotu, mēbelētu 3 istabu dzīvokli jauna",Anniņmuižas 38,3,82,5/18,Jaun.,"1,427 €","117,000  €"
1262,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/fonme.html,"Rus/lat
Владелец продаёт квартиру в новом проекте Solaris. 

",Anniņmuižas 43,3,95,8/24,Jaun.,"1,895 €","180,000  €"
1263,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/ccohp.html,"Pārdodam 2 istabu dzīvokli Imantā. 
Ērts plānojums - abas istab",Kurzemes pr. 52,2,50,4/5,LT proj.,836 €,"41,800  €"
1264,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/cgjkj.html,В самом центре Иманты предлагается 3- комн. квартира с просторно,Kurzemes pr. 94,3,62,3/9,602.,887 €,"54,990  €"
1265,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/cdhje.html,Продается полностью мебелированная солнечная 2- комнатная кварти,Anniņmuižas 38,2,64,6/18,Jaun.,"1,398 €","89,500  €"
1266,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/allmd.html,"Pārdodam divistabu dzīvokli labā atrašanas vietā. 
Dzīvoklis sa",Anniņmuižas 28,2,53,1/16,Specpr.,"1,123 €","59,500  €"
1267,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/dclik.html,"Pārdod 2-istabu dzīvokli Imantā, Slokas ielā 191, Rīgā. 51 kv. m",Slokas 191,2,51,4/5,Specpr.,961 €,"49,000  €"
1268,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/hxohd.html,Jaunajā projektā Akācijas tiek piedāvāts vienas guļamistabas dzī,Akāciju 2D,2,45,7/9,Jaun.,"1,767 €","79,502  €"
1269,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/eccej.html,Vienas guļamistabas dzīvoklis /M izmērs/ jaunajā projektā Akācij,Akāciju 2D,2,51,6/9,Jaun.,"1,713 €","87,365  €"
1270,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/clipm.html,Īpašnieks pārdod 3-istabu dzīvokli ar kvalitatīvu kapitālo remon,Rigondas g. 3,3,73,3/12,Čehu pr.,"1,200 €","87,600  €"
1271,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/aojmn.html,Продаётся 2-х комнатная квартира. Прекрасное местоположение. Всё,Tālavas g. 13,2,49,1/5,LT proj.,957 €,"46,900  €"
1272,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/hgdic.html,"Pārdodam kapitāli remontētu 2 istabu dzīvokli Imantā. 
Dzīvokļa",Dubultu 19,2,50,5/5,LT proj.,"1,140 €","57,000  €"
1273,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/feiik.html,"Квартира в Иманте после ремонта со своей землей под домом. 

-",Kurzemes pr. 12,2,50,1/5,LT proj.,878 €,"43,900  €"
1274,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/bpjmo.html,"Dzīvoklis ar divām izolētam istabām. Blakus skolas, bērnu dārzi,",Imantas 2,2,50,3/5,LT proj.,980 €,"49,000  €"
1275,https://www.ss.com/msg/lv/real-estate/flats/riga/imanta/fngde.html,Īpašnieks pārdod dzīvokli ļoti labā stāvoklī par ļoti labu cenu.,Zentenes 18,2,49,7/9,602.,939 €,"46,000  €"
