,0,1,2,3,4,5,6,7,8
562,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ahdcg.html,"Plašs trīs istabu dzīvoklis, kur viegli izbūvēt arī ceturto ista",Gogoļa 8/10,3,96,3/5,P. kara,"1,250 €","120,000  €"
563,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ankkl.html,Уникальная возможность преобрести 2-х и 3-4-х комнатные квартиры,Stabu 41,Citi,149,2/5,P. kara,"1,409 €","210,000  €"
564,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bpmxl.html,"Tiek pārdots 2-istabu dzīvoklis Pētersalas Andrejsalas rajonā. ",Katrīnas d. 20/1,2,41,5/5,Hrušč.,976 €,"40,000  €"
565,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ameme.html,"Pārdod lielu dzīvokli paša pilsētas centrā Stabu ielā, starp Tēr",Stabu 18A,5,137,3/5,P. kara,"1,453 €","199,000  €"
566,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bcjelb.html,"Unikāls dzīvoklis, unikālā vietā - Dzirnavu ielas un Skolas iela",Dzirnavu 51,2,50,3/5,P. kara,"1,426 €","71,300  €"
567,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/alcni.html,"Dzīvokļa īpašums, kurš ir kapitāli renovēts un pielāgotas ar med",Bruņinieku 28,4,130,1/6,P. kara,850 €,"110,500  €"
568,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/adpon.html,"Pārdod plašu trīsistabu dzīvokli pirmskara mājā, ļoti labā atraš",Ģertrūdes 16,3,60,4/5,P. kara,"2,517 €","151,000  €"
569,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cljki.html,"(Lv) Pārdod plašu trīsistabu dzīvokli pirmskara mājā, ļoti labā ",Ģertrūdes 16,3,64,4/6,P. kara,"2,563 €","164,000  €"
570,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fehmc.html,"Plašs, pilnībā mēbelēts dzīvoklis ar balkonu. No dzīvokļa pavera",Republikas laukums..,3,107,5/6,Jaun.,"3,411 €","365,000  €"
571,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dhxbi.html,"Ļoti saulains, gaišs un silts dzīvoklis. Pretī dzīvoklim nav nev",Tomsona 34,2,43,5/5,Hrušč.,"1,442 €","62,000  €"
572,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bmbgj.html,Piedāvājam iegādāties plašu un mājīgu 2-istabu dzīvokli Rīgas ce,Čaka 146,2,76,2/5,P. kara,"1,447 €","110,000  €"
573,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aenlc.html,"Просторная 4-комнатная квартира мансардного типа. 

Квартира р",Akas 8,4,112,5/5,Renov.,"2,232 €","250,000  €"
574,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aejjf.html,"Lat/rus

Īpašnieks pārdod dzīvokli labākā vietā, lai dzīvotu R",Rūpniecības 16/2,2,60,2/6,P. kara,"1,717 €","103,000  €"
575,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/eopld.html,Tiek pārdots 60.47 kv. m. liels 3-istabu dzīvoklis Rīgas centrā.,Tallinas 86,3,60,2/5,Renov.,"2,083 €","125,000  €"
576,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/boejl.html,Владелец продает двух комнатную квартиру площадью 55 кв. м. по а,Vesetas 32,2,55,3/12,Specpr.,"1,364 €","75,000  €"
577,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/anhbh.html,"Pārdod dzīvokli ar pilnu apdari jaunajā premium klases projektā,",Klijānu 16,4,75,4/9,Jaun.,"1,720 €","129,000  €"
578,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aimcm.html,"Продается квартира в самом центре Риги. Земля в собственности. ",Dzirnavu 115A,4,116,3/5,P. kara,"1,121 €","130,000  €"
579,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/gdein.html,Владелец продаёт квартиру с мебелью и с качественной отделкой – ,J. Daliņa 8,4,130,12/24,Jaun.,"2,377 €","309,000  €"
580,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/afohj.html,"Ja Jūs vērtējat savējo laiku, bet vārdkopu ""Augsta Dzīves Kvalit",Dzirnavu 62,5,132,4/5,P. kara,"1,758 €","232,000  €"
581,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ahkme.html,"Pārdod/for sale/ Продается. 

Unikāls 131 m2 dzīvokļa piedāvāj",Stabu 21,3,131,5/6,Renov.,"1,447 €","189,500  €"
582,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/hhdbk.html,Pārdod plašu trīsistabu dzīvokli Rīgas centrā. Dzīvokļa platība ,Lāčplēša 62,3,102,2/6,P. kara,"1,225 €","125,000  €"
583,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bjhxg.html,Piedāvājam iegādāties plašu trīsistabu dzīvokli Rīgas centrā pre,Skolas 30,3,96,3/6,P. kara,"2,000 €","192,000  €"
584,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cncfn.html,"Предлагается к продаже просторная, светлая квартира в посольском",Antonijas 26,4,101,4/6,Jaun.,"3,119 €","315,000  €"
585,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/biggn.html,"Шикарная двухэтажная квартира в проекте ""Aleksandra Apartments"" ",Ausekļa 4,3,90,3/6,Jaun.,"3,778 €","340,000  €"
586,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aaadx.html,"Īpašnieks pārdod dzīvokli Tallinas ielā 30, pagalma māja ar skat",Tallinas 30,1,42,4/4,P. kara,"1,833 €","77,000  €"
587,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dggeb.html,"Pārdod neremontētas telpas renovētā ēkā, tuvajā centrā. Augstais",Dzirnavu 92,4,124,1/5,P. kara,"1,008 €","125,000  €"
588,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/hfbbm.html,"Īpašnieks pārdod piecu istabu dzīvoklis, vēsturiskā Jūgendstila ",Skolas 14,5,146,4/6,P. kara,"1,884 €","275,000  €"
589,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aneoo.html,Projekta Parker's attīstītājs pārdod trīs istabu dzīvokli Rīgas ,Valdemāra 41,4,105,5/7,Jaun.,"3,333 €","350,000  €"
590,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/afcbn.html,"Elegants dzīvokļu ēku projekts Parker's. 

Piedāvājam piecu is",Valdemāra 41,5,153,4/7,Jaun.,"2,908 €","445,000  €"
591,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fdxkx.html,Elegants dzīvokļu ēku projekts Parker's pašā Rīgas centra sirdī.,Valdemāra 41A,5,135,2/7,Jaun.,"2,556 €","345,000  €"
592,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/agnml.html,Projekta Parker's attīstītājs pārdod trīs istabu dzīvokli Rīgas ,Valdemāra 41A,2,64,5/7,Jaun.,"3,578 €","229,000  €"
593,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/eicfx.html,"AS ""Privatbank"" meitas uzņēmuma īpašums atrodas Rīgas pilsētas C",Pērnavas 21,3,86,6/6,P. kara,"1,023 €","88,000  €"
594,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cccpn.html,Piedāvājam iegādāties skaistu 3-istabu dzīvokli prestižā namā Rī,Valdemāra 37,3,78,5/6,Renov.,"2,139 €","166,840  €"
595,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/apchl.html,Застройщик предлагает светлую 3-х комнатную квартиру с балконом ,Dzirnavu 83,3,84,6/7,Jaun.,"2,976 €","250,000  €"
596,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ekljx.html,"Dizaina studijas tipa dzīvokli, kas izbūvēts bēniņos-2 līmeņos. ",Valdemāra 71,5,105,6/6,P. kara,"1,809 €","189,950  €"
597,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/adpoe.html,"Pārdodam 4 istabu dzīvokli Rīgas centrā, pirmskara laika mūra mā",Lāčplēša 96,4,104,2/5,P. kara,"1,106 €","115,000  €"
598,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/gegnl.html,"Mājīgs, silts, daļēji mēbelēts 1 istabas dzīvoklis iekšpagalma n",Rūdolfa 1,1,30,4/6,P. kara,"1,500 €","45,000  €"
599,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/adlgj.html,"Предлагается не большая хорошая квартира, чистая, не давно был с",Valmieras 32,1,20,2/2,P. kara,595 €,"11,900  €"
600,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ahohi.html,"Fasādes dzīvoklis ar stāvvietu pagalmā. 
 Plašs, funkcionāls un",Ģertrūdes 73,3,72,3/3,P. kara,"1,778 €","128,000  €"
601,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/hbpoh.html,"Elegances paraugs renovētā namīpašumā. 
 Plašs un saulains dzīv",Ģertrūdes 23,5,137,3/6,Renov.,"2,409 €","330,000  €"
602,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ahjid.html,"Dzīvoklis 1. stāvā ar logiem vērstiem uz ielas pusi, pēc kapitāl",Maskavas 55,1,34,1/6,P. kara,"1,324 €","45,000  €"
603,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dmgxf.html,Mеблированная квартира в центре Риги от застройщика. Доплата за ,Avotu 5,3,83,2/6,Renov.,"1,986 €","164,800  €"
604,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bekkbp.html,"Plašs divu līmeņu dzīvoklis Rīgas centrā ar terasi. 

+Brīnišķ",Indrānu 8,5,226,6/7,Jaun.,"1,305 €","295,000  €"
605,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fgjep.html,"Iebūvēta privātmāja Rīgas centrā ar privāto terasi. 

+Brīnišķ",Indrānu 5,3,90,1/5,Jaun.,"1,756 €","158,000  €"
606,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/abmof.html,Ērta plānojuma 4 istabu dzīvoklis klusajā centrā. Kāpņutelpā ir ,Dzirnavu 31,4,90,5/7,P. kara,"1,722 €","155,000  €"
607,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bcomkb.html,"Pārdod dzīvokli, pašā Rīgas centrā. Mājas atrašanās ir ļoti labā",Merķeļa 17/19,2,61,4/5,Renov.,"2,492 €","152,000  €"
608,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dpjxd.html,Собственник продает красивую и солнечную квартиру с просторным в,Merķeļa 17/19,3,67,4/5,Renov.,"2,493 €","167,000  €"
609,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/afeeh.html,Собственник продает красивую и солнечную квартиру с просторным в,Merķeļa 17,2,68,4/5,P. kara,"2,489 €","169,250  €"
610,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/hhgdb.html,Īpašnieks pārdod skaistu un saulainu mansarda dzīvokli pie paša ,Merķeļa 17/19,3,59,5/5,Renov.,"2,458 €","145,000  €"
611,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/hghom.html,"Pārdod saulainu divu izolētu istabu dzīvoklis, tikko pēc renovāc",Miera 10,2,54,4/5,P. kara,"2,130 €","115,000  €"
612,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bipke.html,"Šobrīd telpās atrodas birojs, bet tās ir iespējams pārveidot par",Dārzaugļu 1,-,214,5/5,Renov.,771 €,"165,000  €"
613,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/heelm.html,"Dzīvoklis Rīgas Centrā ar skatu uz pagalmu. 
- slēdzama kāpņu t",Tallinas 79,3,68,1/5,P. kara,721 €,"49,000  €"
614,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/egxoo.html,Современные Апартаменты расположенные в отдельном домике во двор,Stabu 53,3,52,2/2,P. kara,"1,537 €","79,900  €"
615,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cdcdc.html,2-х этажная квартира в Тихом центре - Квартал Дворянское гнездо ,Ausekļa 5,6,230,5/6,Renov.,"1,435 €","330,000  €"
616,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/gnoce.html,"Lat/rus
Pārdodu dzīvokli ar savu gāzes apkuri renovētā ēkā pašā",Ģertrūdes 38,4,121,2/5,Renov.,"1,700 €","205,700  €"
617,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ggefm.html,На продажу предлагается просторная и солнечная квартира в новом ,Skanstes 29,4,167,21/24,Jaun.,"1,916 €","320,000  €"
618,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bnjld.html,"Pārdod dzīvokli Vecrīgā (iepriekš izmantots kā komerctelpas). 
",13. janvāra 33,2,82,2/5,P. kara,"1,524 €","125,000  €"
619,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ahpbg.html,"Pārdod mājīgu mansarda dzīvokli Pērnavas ielā. 
+ Atrodas Rīgas",Pērnavas 21,3,86,6/6,P. kara,"1,023 €","88,000  €"
620,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bednbc.html,"Samazināta cena, iegūsti savu Laimi. 

Pārdodam brīnišķīgu, sa",Valdemāra 123,3,102,6/6,P. kara,"1,372 €","139,900  €"
621,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dxlik.html,"Trīs izolētas istabas, remonts, augstie griesti, jauni plastikāt",Kurbada 5,3,74,4/5,Staļina,"1,257 €","93,000  €"
622,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bfxbjg.html,Projekta attīstītājs piedāvā iegādāties dzīvokli inovatīvā un mū,Pulkv. Brieža 35,2,59,7/7,Jaun.,"2,237 €","132,000  €"
623,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bhdfm.html,"Trīs istabu dzīvoklis Stabu ielā. Visas istabas ir izolētas, pla",Stabu 96,3,71,4/5,P. kara,986 €,"70,000  €"
624,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aeoox.html,"Предлагаемая квартира находится в тихом центре, по соседству с д",Pulkv. Brieža 19/1,2,63,1/4,Renov.,"2,222 €","140,000  €"
625,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/abnbk.html,"Vēlies dzīvot Rīgas centrā, mūsdienīgā 2 līmeņu dzīvoklī? Tad ši",Tērbatas 97,3,94,5/5,P. kara,"1,807 €","169,900  €"
626,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fjxmk.html,"Piedāvājam 3-istabu dzīvokli projektā Stabu 100.
Dzīvoklis tiek",Stabu 100,3,81,5/7,Jaun.,"2,457 €","199,000  €"
627,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/gcefc.html,Владелец здания продает квартирy в красивом фасадном домe в цент,Tērbatas 33,3,57,2/6,P. kara,"2,284 €","130,180  €"
628,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fdefn.html,"Pārdodu dzīvokli klusajā centrā. 
Pārdomāts un ērts plānojums:",Pulkv. Brieža 9,3,108,4/4,Jaun.,"1,574 €","170,000  €"
629,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/afcib.html,"Pārdod studio tipa dzīvokli Rīgas centrā. 
Продается квартира т",Valdemāra 53,1,44,2/5,P. kara,"1,943 €","85,500  €"
630,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/clglf.html,"Tiek pārdots dzīvoklis ēkā kurai nomainītas visas komunikācijas,",Avotu 73,2,51,5/6,P. kara,"1,118 €","57,000  €"
631,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fxfen.html,Trīs istabu dzīvoklis ar pilnu apdari - jaunajā rekonstruētajā p,Ausekļa 14,3,88,3/6,Renov.,"3,693 €","325,000  €"
632,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/adjlm.html,Pārdod dzīvokli tikko pēc renovācijas. Dzīvoklī neviens nav dzīv,Lienes 9,1,35,5/6,P. kara,"1,429 €","50,000  €"
633,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aclcb.html,"Īpašnieks pārdod gaišu mansarda tipa dzīvokli. 
Dzīvoklis mēbel",Ģertrūdes 113,2,48,6/6,P. kara,"1,371 €","65,800  €"
634,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aenki.html,"Īpašnieks pārdod augstvērtīgu, dizaina veidotu dzīvokli, tikko p",Stabu 6,3,70,5/6,P. kara,"1,971 €","138,000  €"
635,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ahexl.html,"Skaists divlīmeņu Town House dzīvoklis ""Grīziņkalna republikā"" ",Asara 12,4,128,1/2,Renov.,"1,563 €","200,000  €"
636,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/feodb.html,"Pārdošanai tiek piedāvāts plašs dzīvoklis Klusajā centrā, renovē",Rūpniecības 1,2,72,5/6,Renov.,"2,778 €","200,000  €"
637,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bpilc.html,"Продается квартира в новом проекте. 
Здание было введено в эксп",Brīvības 203,3,69,3/10,Jaun.,"1,739 €","120,000  €"
638,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aijxn.html,"Logi uz zaļu un klusu iekšpagalmu. 
+ Pretī logiem aug koki. 
",Avotu 10,3,83,4/6,P. kara,"1,434 €","119,000  €"
639,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/gfogx.html,Pārdodas 2 istabu dzīvoklis renovētā ēkā Brīvības ielā 114. Dzīv,Brīvības 114,2,63,4/6,Renov.,"1,810 €","114,000  €"
640,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/afiop.html,"Pārdod plašu dzīvokli fasādes ēkā Klusajā centrā, Antonijas ielā",Antonijas 18,3,100,2/6,Renov.,"2,375 €","237,500  €"
641,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/gnhnd.html,Nams būvēts 1907. gadā pēc arhitekta Aleksandra Vanaga projekta.,Barona 30,3,95,2/6,P. kara,"2,495 €","237,000  €"
642,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cfnjp.html,"Attīstītāji piedāvā iegādāties skaistu dzīvokli Miera ielā 5, ko",Miera 5,2,165,6/6,P. kara,"1,400 €","231,000  €"
643,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aheeg.html,"Jauns 2-istabu dzīvoklis Rīgas centrālajā daļā, tikko pilnībā re",Indrānu 17,2,50,3/3,Renov.,"2,120 €","106,000  €"
644,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/gjicd.html,"Pārdodu 3 istabu dzīvokli Rīgas centrā, blakus darījuma centram ",Cēsu 30,3,52,3/4,P. kara,"1,385 €","72,000  €"
645,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/gbnfx.html,Piedāvājumā kompakts 3 istabu dzīvoklis 6.stāvā Eižena Laubes pr,Ģertrūdes 99,3,64,6/6,P. kara,"1,156 €","74,000  €"
646,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ffipf.html,Klusais centrs - teicama Rīgas centra daļas izvēle dzīvesvietai.,Veru 3,4,82,5/5,P. kara,"1,707 €","140,000  €"
647,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dhfdn.html,"Pārdodam plašu 2-istabu dzīvokli lieliskā vietā- Rīgas Centrā, S",Strēlnieku 13,2,65,5/5,Renov.,"2,154 €","140,000  €"
648,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aeble.html,"Super cena. 
Pārdodu divistabu dzīvokli pirmskara mājā. 
+Dzīv",Maskavas 95,2,52,2/4,P. kara,"1,171 €","60,900  €"
649,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aceme.html,"Pārdod renovētā fasādes ēkā, saulainu 1 istabu dzīvokli ar plašu",Pērnavas 23,1,30,6/6,P. kara,"1,890 €","56,700  €"
650,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cxeml.html,"Elegants, plašs 2-istabu dzīvoklis pašā Rīgas centrā. Dzīvoklis ",Marijas 18,2,60,6/6,P. kara,"1,167 €","70,000  €"
651,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cmlhg.html,Pārdod 4 istabu dzīvokli pirmskara ēkas mansarda stāvā. Logi vēr,Miera 78,4,127,7/7,P. kara,983 €,"124,900  €"
652,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/abncb.html,"Tiek pārdots labs 2-istabu dzīvoklis ar kopējo platību 79, 9 m2,",Stabu 46/48,2,80,5/6,P. kara,900 €,"72,000  €"
653,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dkxmk.html,"Pārdod plašu dzīvokli Rīgas klusajā centrā. 
 
+ Pagalmā bezma",Rūpniecības 22,4,114,5/7,Specpr.,"1,746 €","199,000  €"
654,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bcmhcl.html,"3 комнатная квартира в центре г. Юрмала, Булдури, Лиелупе в тихо",Čaka 68,3,74,2/2,Specpr.,"1,203 €","89,000  €"
655,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dfdbb.html,Saimnieks pārdod 4 istabu dzīvokli. Visas istabas izolētas. Dzīv,Strēlnieku 15/2,4,107,3/5,P. kara,"1,636 €","175,000  €"
656,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bjnxf.html,"Pārdod saulainu divistabu dzīvoklis, tikko pēc renovācijas. Dzīv",Miera 10,2,45,4/5,P. kara,"2,244 €","101,000  €"
657,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bfbpe.html,Собственник продает солнечную квартиру с просторным видом на Вер,Merķeļa 17/19,1,40,4/5,Renov.,"2,475 €","99,000  €"
658,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ajdxk.html,Gaišs vienistabas dzīvoklis pašā Rīgas centrā. Dzīvoklī viena is,Ģertrūdes 86,1,32,6/6,P. kara,"1,244 €","39,800  €"
659,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aehkb.html,"Предлагается к продаже светлая и просторная квартира, общей площ",Ganu 2,6,225,4/5,Jaun.,"1,471 €","331,000  €"
660,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ahidj.html,"Cтоимость квартиры указана с полной отделкой. 
"" Квартал 5-26 """,Avotu 5,1,30,2/5,Renov.,"2,285 €","68,540  €"
661,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/feflf.html,Pārdošanai tiek lielisks trīsistabu dzīvoklis jaunbūves projektā,Katrīnas d. 17,3,78,1/6,Specpr.,"1,199 €","93,500  €"
662,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cdmof.html,Esat laipni aicināti uzsākt jaunu un skaistu dzīvi pilnībā renov,Čaka 36,2,65,2/5,P. kara,"1,910 €","124,163  €"
663,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/hdcop.html,Apartment in the Art Nouveau building in the city center designe,Ģertrūdes 30,5,140,6/6,Renov.,"1,714 €","240,000  €"
664,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/hboxm.html,Jauns dzīvoklis ar iebūvētu virtuves iekārtu renovētā ēkā Indrān,Indrānu 17,2,50,2/4,Renov.,"2,000 €","100,000  €"
665,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/efnoj.html,Rezervācijai tiek piedāvāts kompakts 2-istabu dzīvoklis jaunajā ,Stabu 100,2,41,2/7,Jaun.,"2,340 €","95,950  €"
666,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/egenc.html,"Ir remonts, tikai jāpabeidz, gāzes apkures tehniskie noteikumi, ",Maskavas 108,4,96,1/2,Specpr.,301 €,"28,890  €"
667,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bihof.html,"Pēdējais dzīvoklis visprestižākajā Rīgas projektā ""Petit Paris"".",Melngaiļa 2,6,224,6/7,Jaun.,"2,054 €","460,000  €"
668,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cielk.html,Unikāls divstāvu īpašums Vecrīgas sirdī ar trīs izolētam istabām,Šķūņu 13,4,134,6/7,Renov.,"1,940 €","260,000  €"
669,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bomnl.html,"Pārdod plašu dzīvokli centrā, visas komunikācijas, visas ērtības",Dzirnavu 157,3,80,3/3,Renov.,"1,438 €","115,000  €"
670,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bgkgl.html,"Piedāvājam mājīgu dzīvokli pilsētas centrā, pirmskara ēkā Dzirna",Dzirnavu 119,3,92,2/5,P. kara,"1,250 €","115,000  €"
671,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dpbop.html,"Īpašnieks pārdod mājīgu dzīvokli centrā, visas komunikācijas, vi",Dzirnavu 157,3,62,2/3,Renov.,"1,468 €","91,000  €"
672,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/acjmb.html,Светлая и просторная 3-х комнатная квартира в престижном районе ,Ausekļa 1,3,78,3/5,Renov.,"2,359 €","184,000  €"
673,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/chxlp.html,Pārdodas plašs dzīvoklis Rīgas klusajā centrā. Dzīvoklis rekonst,Eksporta 12,3,99,3/6,Staļina,"1,475 €","146,000  €"
674,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bclxik.html,"Piedāvājumā īpašums renovētā mājā Riharda Vāgnerā ielā, Vecrīgā.",Vāgnera 12,2,48,1/4,P. kara,"3,125 €","150,000  €"
675,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ajcbf.html,"Pārdodam dzīvokli jaunā projektā. 
Ēka nodota ekspluatācijā. Pā",Brīvības 203,3,69,3/10,Jaun.,"1,739 €","120,000  €"
676,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/epjxo.html,"Dzīvoklis pieejams no Augusta mēneša. 

Inovatīvs un mūsdienīg",Pulkv. Brieža 35,4,128,2/7,Jaun.,"1,781 €","228,000  €"
677,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cbojk.html,"Renovēta māja
- renovēta kāpņu telpa
- gāzes apkure
- siltā g",Strēlnieku 13,3,74,4/5,P. kara,"2,108 €","156,000  €"
678,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/afemc.html,Piedāvājam iegādāties labiekārtotu 3-istabu dzīvokli ar autostāv,Valdemāra 37,3,78,4/6,Renov.,"2,048 €","159,732  €"
679,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dnmne.html,"Tiek pārdots divu istabu dzīvoklis, studio tipa virtuvi un divām",Klusā 18,2,47,5/8,Renov.,"1,532 €","72,000  €"
680,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bcnhgc.html,Romantisks divstāvu mansarda dzīvoklis Rīgas centrā. Dzīvoklim i,Bruņinieku 28,3,110,6/6,P. kara,"2,182 €","240,000  €"
681,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ehjpm.html,"Balkons, panorāmas skats. 
Brīnišķīgs, plašs dzīvoklis fasādes ",Baznīcas 13,3,126,5/6,P. kara,"2,302 €","290,000  €"
682,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dbele.html,"Metala durvis, dusha, tualete dzivokli. Krasns, auksts un karsts",Lienes 9,1,35,3/5,P. kara,943 €,"33,000  €"
683,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fekcl.html,"Продаёт владелец. Апартаменты для настоящих любителей жизни. 
П",Skolas 20,3,112,2/6,Jaun.,"2,857 €","320,000  €"
684,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ejged.html,Квартира находится в жилом комплексе „Skanstes Virsotnes”. В зда,Skanstes 29,3,87,16/24,Jaun.,"2,052 €","178,500  €"
685,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/clbmf.html,"Tiek pārdots 1-istabas dzīvoklis mūra mājas 2. stāvā, tuvu pilsē",Duntes 24A,1,21,2/2,P. kara,329 €,"6,900  €"
